"section","display_order","contract_id","audit_card","lineage_root","evidence_role","mask_role","mask_label","region_rule","region_values","country_code","country_code_status","reported_use","source_trace","claim_boundary"
"Scored focused contract country membership","045","PH908_EE_RUSSIA_TO_BALKAN","PH908","I-PH908","Held-out target application","source","Eastern Europe/Russia","Focused roll-up region mask","east_europe;east_europe_plus_russia","LTU","Included in the scored mask.","Tests whether PH908 enters the predefined matched R1a-comparator envelope; it does not.","tables/26_benchmark_audit_card_matrix.csv; source_data/core_yfull/source_receiver_highlight_contracts.csv; audited country-code recode used for the core YFull source bundle","Country-code membership for a predefined model-checking mask only; not subnational placement, geographic origin, ethnic identity, population continuity, migration route, or population frequency."
"Scored focused contract country membership","046","PH908_EE_RUSSIA_TO_BALKAN","PH908","I-PH908","Held-out target application","source","Eastern Europe/Russia","Focused roll-up region mask","east_europe;east_europe_plus_russia","MDA","Included in the scored mask.","Tests whether PH908 enters the predefined matched R1a-comparator envelope; it does not.","tables/26_benchmark_audit_card_matrix.csv; source_data/core_yfull/source_receiver_highlight_contracts.csv; audited country-code recode used for the core YFull source bundle","Country-code membership for a predefined model-checking mask only; not subnational placement, geographic origin, ethnic identity, population continuity, migration route, or population frequency."
"Scored focused contract country membership","047","PH908_EE_RUSSIA_TO_BALKAN","PH908","I-PH908","Held-out target application","source","Eastern Europe/Russia","Focused roll-up region mask","east_europe;east_europe_plus_russia","POL","Included in the scored mask.","Tests whether PH908 enters the predefined matched R1a-comparator envelope; it does not.","tables/26_benchmark_audit_card_matrix.csv; source_data/core_yfull/source_receiver_highlight_contracts.csv; audited country-code recode used for the core YFull source bundle","Country-code membership for a predefined model-checking mask only; not subnational placement, geographic origin, ethnic identity, population continuity, migration route, or population frequency."
"Scored focused contract country membership","048","PH908_EE_RUSSIA_TO_BALKAN","PH908","I-PH908","Held-out target application","source","Eastern Europe/Russia","Focused roll-up region mask","east_europe;east_europe_plus_russia","RUS","Included in the scored mask when explicitly specified; evaluated in the conservative ambiguity audit.","Tests whether PH908 enters the predefined matched R1a-comparator envelope; it does not.","tables/26_benchmark_audit_card_matrix.csv; source_data/core_yfull/source_receiver_highlight_contracts.csv; audited country-code recode used for the core YFull source bundle","Country-code membership for a predefined model-checking mask only; not subnational placement, geographic origin, ethnic identity, population continuity, migration route, or population frequency."
"Scored focused contract country membership","049","PH908_EE_RUSSIA_TO_BALKAN","PH908","I-PH908","Held-out target application","source","Eastern Europe/Russia","Focused roll-up region mask","east_europe;east_europe_plus_russia","SVK","Included in the scored mask.","Tests whether PH908 enters the predefined matched R1a-comparator envelope; it does not.","tables/26_benchmark_audit_card_matrix.csv; source_data/core_yfull/source_receiver_highlight_contracts.csv; audited country-code recode used for the core YFull source bundle","Country-code membership for a predefined model-checking mask only; not subnational placement, geographic origin, ethnic identity, population continuity, migration route, or population frequency."
"Scored focused contract country membership","050","PH908_EE_RUSSIA_TO_BALKAN","PH908","I-PH908","Held-out target application","source","Eastern Europe/Russia","Focused roll-up region mask","east_europe;east_europe_plus_russia","UKR","Included in the scored mask.","Tests whether PH908 enters the predefined matched R1a-comparator envelope; it does not.","tables/26_benchmark_audit_card_matrix.csv; source_data/core_yfull/source_receiver_highlight_contracts.csv; audited country-code recode used for the core YFull source bundle","Country-code membership for a predefined model-checking mask only; not subnational placement, geographic origin, ethnic identity, population continuity, migration route, or population frequency."
"Scored focused contract country membership","051","PH908_EE_RUSSIA_TO_BALKAN","PH908","I-PH908","Held-out target application","receiver","Balkans","Focused roll-up region mask","balkan","ALB","Included in the scored mask.","Tests whether PH908 enters the predefined matched R1a-comparator envelope; it does not.","tables/26_benchmark_audit_card_matrix.csv; source_data/core_yfull/source_receiver_highlight_contracts.csv; audited country-code recode used for the core YFull source bundle","Country-code membership for a predefined model-checking mask only; not subnational placement, geographic origin, ethnic identity, population continuity, migration route, or population frequency."
"Scored focused contract country membership","052","PH908_EE_RUSSIA_TO_BALKAN","PH908","I-PH908","Held-out target application","receiver","Balkans","Focused roll-up region mask","balkan","BGR","Included in the scored mask.","Tests whether PH908 enters the predefined matched R1a-comparator envelope; it does not.","tables/26_benchmark_audit_card_matrix.csv; source_data/core_yfull/source_receiver_highlight_contracts.csv; audited country-code recode used for the core YFull source bundle","Country-code membership for a predefined model-checking mask only; not subnational placement, geographic origin, ethnic identity, population continuity, migration route, or population frequency."
"Scored focused contract country membership","053","PH908_EE_RUSSIA_TO_BALKAN","PH908","I-PH908","Held-out target application","receiver","Balkans","Focused roll-up region mask","balkan","BIH","Included in the scored mask.","Tests whether PH908 enters the predefined matched R1a-comparator envelope; it does not.","tables/26_benchmark_audit_card_matrix.csv; source_data/core_yfull/source_receiver_highlight_contracts.csv; audited country-code recode used for the core YFull source bundle","Country-code membership for a predefined model-checking mask only; not subnational placement, geographic origin, ethnic identity, population continuity, migration route, or population frequency."
"Scored focused contract country membership","054","PH908_EE_RUSSIA_TO_BALKAN","PH908","I-PH908","Held-out target application","receiver","Balkans","Focused roll-up region mask","balkan","GRC","Included in the scored mask.","Tests whether PH908 enters the predefined matched R1a-comparator envelope; it does not.","tables/26_benchmark_audit_card_matrix.csv; source_data/core_yfull/source_receiver_highlight_contracts.csv; audited country-code recode used for the core YFull source bundle","Country-code membership for a predefined model-checking mask only; not subnational placement, geographic origin, ethnic identity, population continuity, migration route, or population frequency."
"Scored focused contract country membership","055","PH908_EE_RUSSIA_TO_BALKAN","PH908","I-PH908","Held-out target application","receiver","Balkans","Focused roll-up region mask","balkan","HRV","Included in the scored mask.","Tests whether PH908 enters the predefined matched R1a-comparator envelope; it does not.","tables/26_benchmark_audit_card_matrix.csv; source_data/core_yfull/source_receiver_highlight_contracts.csv; audited country-code recode used for the core YFull source bundle","Country-code membership for a predefined model-checking mask only; not subnational placement, geographic origin, ethnic identity, population continuity, migration route, or population frequency."
"Scored focused contract country membership","056","PH908_EE_RUSSIA_TO_BALKAN","PH908","I-PH908","Held-out target application","receiver","Balkans","Focused roll-up region mask","balkan","MKD","Included in the scored mask.","Tests whether PH908 enters the predefined matched R1a-comparator envelope; it does not.","tables/26_benchmark_audit_card_matrix.csv; source_data/core_yfull/source_receiver_highlight_contracts.csv; audited country-code recode used for the core YFull source bundle","Country-code membership for a predefined model-checking mask only; not subnational placement, geographic origin, ethnic identity, population continuity, migration route, or population frequency."
"Scored focused contract country membership","057","PH908_EE_RUSSIA_TO_BALKAN","PH908","I-PH908","Held-out target application","receiver","Balkans","Focused roll-up region mask","balkan","MNE","Included in the scored mask.","Tests whether PH908 enters the predefined matched R1a-comparator envelope; it does not.","tables/26_benchmark_audit_card_matrix.csv; source_data/core_yfull/source_receiver_highlight_contracts.csv; audited country-code recode used for the core YFull source bundle","Country-code membership for a predefined model-checking mask only; not subnational placement, geographic origin, ethnic identity, population continuity, migration route, or population frequency."
"Scored focused contract country membership","058","PH908_EE_RUSSIA_TO_BALKAN","PH908","I-PH908","Held-out target application","receiver","Balkans","Focused roll-up region mask","balkan","ROU","Included in the scored mask.","Tests whether PH908 enters the predefined matched R1a-comparator envelope; it does not.","tables/26_benchmark_audit_card_matrix.csv; source_data/core_yfull/source_receiver_highlight_contracts.csv; audited country-code recode used for the core YFull source bundle","Country-code membership for a predefined model-checking mask only; not subnational placement, geographic origin, ethnic identity, population continuity, migration route, or population frequency."
"Scored focused contract country membership","059","PH908_EE_RUSSIA_TO_BALKAN","PH908","I-PH908","Held-out target application","receiver","Balkans","Focused roll-up region mask","balkan","SRB","Included in the scored mask.","Tests whether PH908 enters the predefined matched R1a-comparator envelope; it does not.","tables/26_benchmark_audit_card_matrix.csv; source_data/core_yfull/source_receiver_highlight_contracts.csv; audited country-code recode used for the core YFull source bundle","Country-code membership for a predefined model-checking mask only; not subnational placement, geographic origin, ethnic identity, population continuity, migration route, or population frequency."
"Scored focused contract country membership","060","E_M81_NORTH_AFRICA_TO_WEST_EUROPE","E-M81","E-M81","Supporting non-target comparison","source","North Africa/Maghreb","Focused roll-up region mask","north_africa","DZA","Included in the scored mask.","Provides a supporting non-target comparison under an independent source-receiver context.","tables/26_benchmark_audit_card_matrix.csv; source_data/core_yfull/source_receiver_highlight_contracts.csv; audited country-code recode used for the core YFull source bundle","Country-code membership for a predefined model-checking mask only; not subnational placement, geographic origin, ethnic identity, population continuity, migration route, or population frequency."
"Scored focused contract country membership","061","E_M81_NORTH_AFRICA_TO_WEST_EUROPE","E-M81","E-M81","Supporting non-target comparison","source","North Africa/Maghreb","Focused roll-up region mask","north_africa","EGY","Included in the scored mask when explicitly specified; evaluated in the conservative ambiguity audit.","Provides a supporting non-target comparison under an independent source-receiver context.","tables/26_benchmark_audit_card_matrix.csv; source_data/core_yfull/source_receiver_highlight_contracts.csv; audited country-code recode used for the core YFull source bundle","Country-code membership for a predefined model-checking mask only; not subnational placement, geographic origin, ethnic identity, population continuity, migration route, or population frequency."
"Scored focused contract country membership","062","E_M81_NORTH_AFRICA_TO_WEST_EUROPE","E-M81","E-M81","Supporting non-target comparison","source","North Africa/Maghreb","Focused roll-up region mask","north_africa","ESH","Included in the scored mask.","Provides a supporting non-target comparison under an independent source-receiver context.","tables/26_benchmark_audit_card_matrix.csv; source_data/core_yfull/source_receiver_highlight_contracts.csv; audited country-code recode used for the core YFull source bundle","Country-code membership for a predefined model-checking mask only; not subnational placement, geographic origin, ethnic identity, population continuity, migration route, or population frequency."
"Scored focused contract country membership","063","E_M81_NORTH_AFRICA_TO_WEST_EUROPE","E-M81","E-M81","Supporting non-target comparison","source","North Africa/Maghreb","Focused roll-up region mask","north_africa","LBY","Included in the scored mask.","Provides a supporting non-target comparison under an independent source-receiver context.","tables/26_benchmark_audit_card_matrix.csv; source_data/core_yfull/source_receiver_highlight_contracts.csv; audited country-code recode used for the core YFull source bundle","Country-code membership for a predefined model-checking mask only; not subnational placement, geographic origin, ethnic identity, population continuity, migration route, or population frequency."
"Scored focused contract country membership","064","E_M81_NORTH_AFRICA_TO_WEST_EUROPE","E-M81","E-M81","Supporting non-target comparison","source","North Africa/Maghreb","Focused roll-up region mask","north_africa","MAR","Included in the scored mask.","Provides a supporting non-target comparison under an independent source-receiver context.","tables/26_benchmark_audit_card_matrix.csv; source_data/core_yfull/source_receiver_highlight_contracts.csv; audited country-code recode used for the core YFull source bundle","Country-code membership for a predefined model-checking mask only; not subnational placement, geographic origin, ethnic identity, population continuity, migration route, or population frequency."
"Scored focused contract country membership","065","E_M81_NORTH_AFRICA_TO_WEST_EUROPE","E-M81","E-M81","Supporting non-target comparison","source","North Africa/Maghreb","Focused roll-up region mask","north_africa","MRT","Included in the scored mask.","Provides a supporting non-target comparison under an independent source-receiver context.","tables/26_benchmark_audit_card_matrix.csv; source_data/core_yfull/source_receiver_highlight_contracts.csv; audited country-code recode used for the core YFull source bundle","Country-code membership for a predefined model-checking mask only; not subnational placement, geographic origin, ethnic identity, population continuity, migration route, or population frequency."
"Scored focused contract country membership","066","E_M81_NORTH_AFRICA_TO_WEST_EUROPE","E-M81","E-M81","Supporting non-target comparison","source","North Africa/Maghreb","Focused roll-up region mask","north_africa","TUN","Included in the scored mask.","Provides a supporting non-target comparison under an independent source-receiver context.","tables/26_benchmark_audit_card_matrix.csv; source_data/core_yfull/source_receiver_highlight_contracts.csv; audited country-code recode used for the core YFull source bundle","Country-code membership for a predefined model-checking mask only; not subnational placement, geographic origin, ethnic identity, population continuity, migration route, or population frequency."
"Scored focused contract country membership","067","E_M81_NORTH_AFRICA_TO_WEST_EUROPE","E-M81","E-M81","Supporting non-target comparison","receiver","Western Europe","Focused roll-up region mask","west_europe","BEL","Included in the scored mask.","Provides a supporting non-target comparison under an independent source-receiver context.","tables/26_benchmark_audit_card_matrix.csv; source_data/core_yfull/source_receiver_highlight_contracts.csv; audited country-code recode used for the core YFull source bundle","Country-code membership for a predefined model-checking mask only; not subnational placement, geographic origin, ethnic identity, population continuity, migration route, or population frequency."
"Scored focused contract country membership","068","E_M81_NORTH_AFRICA_TO_WEST_EUROPE","E-M81","E-M81","Supporting non-target comparison","receiver","Western Europe","Focused roll-up region mask","west_europe","DEU","Included in the scored mask.","Provides a supporting non-target comparison under an independent source-receiver context.","tables/26_benchmark_audit_card_matrix.csv; source_data/core_yfull/source_receiver_highlight_contracts.csv; audited country-code recode used for the core YFull source bundle","Country-code membership for a predefined model-checking mask only; not subnational placement, geographic origin, ethnic identity, population continuity, migration route, or population frequency."
"Scored focused contract country membership","069","E_M81_NORTH_AFRICA_TO_WEST_EUROPE","E-M81","E-M81","Supporting non-target comparison","receiver","Western Europe","Focused roll-up region mask","west_europe","ENG","Included in the scored mask.","Provides a supporting non-target comparison under an independent source-receiver context.","tables/26_benchmark_audit_card_matrix.csv; source_data/core_yfull/source_receiver_highlight_contracts.csv; audited country-code recode used for the core YFull source bundle","Country-code membership for a predefined model-checking mask only; not subnational placement, geographic origin, ethnic identity, population continuity, migration route, or population frequency."
"Scored focused contract country membership","070","E_M81_NORTH_AFRICA_TO_WEST_EUROPE","E-M81","E-M81","Supporting non-target comparison","receiver","Western Europe","Focused roll-up region mask","west_europe","ESP","Included in the scored mask.","Provides a supporting non-target comparison under an independent source-receiver context.","tables/26_benchmark_audit_card_matrix.csv; source_data/core_yfull/source_receiver_highlight_contracts.csv; audited country-code recode used for the core YFull source bundle","Country-code membership for a predefined model-checking mask only; not subnational placement, geographic origin, ethnic identity, population continuity, migration route, or population frequency."
"Scored focused contract country membership","071","E_M81_NORTH_AFRICA_TO_WEST_EUROPE","E-M81","E-M81","Supporting non-target comparison","receiver","Western Europe","Focused roll-up region mask","west_europe","FRA","Included in the scored mask.","Provides a supporting non-target comparison under an independent source-receiver context.","tables/26_benchmark_audit_card_matrix.csv; source_data/core_yfull/source_receiver_highlight_contracts.csv; audited country-code recode used for the core YFull source bundle","Country-code membership for a predefined model-checking mask only; not subnational placement, geographic origin, ethnic identity, population continuity, migration route, or population frequency."
"Scored focused contract country membership","072","E_M81_NORTH_AFRICA_TO_WEST_EUROPE","E-M81","E-M81","Supporting non-target comparison","receiver","Western Europe","Focused roll-up region mask","west_europe","GBR","Included in the scored mask.","Provides a supporting non-target comparison under an independent source-receiver context.","tables/26_benchmark_audit_card_matrix.csv; source_data/core_yfull/source_receiver_highlight_contracts.csv; audited country-code recode used for the core YFull source bundle","Country-code membership for a predefined model-checking mask only; not subnational placement, geographic origin, ethnic identity, population continuity, migration route, or population frequency."
"Scored focused contract country membership","073","E_M81_NORTH_AFRICA_TO_WEST_EUROPE","E-M81","E-M81","Supporting non-target comparison","receiver","Western Europe","Focused roll-up region mask","west_europe","IRL","Included in the scored mask.","Provides a supporting non-target comparison under an independent source-receiver context.","tables/26_benchmark_audit_card_matrix.csv; source_data/core_yfull/source_receiver_highlight_contracts.csv; audited country-code recode used for the core YFull source bundle","Country-code membership for a predefined model-checking mask only; not subnational placement, geographic origin, ethnic identity, population continuity, migration route, or population frequency."
"Scored focused contract country membership","074","E_M81_NORTH_AFRICA_TO_WEST_EUROPE","E-M81","E-M81","Supporting non-target comparison","receiver","Western Europe","Focused roll-up region mask","west_europe","ITA","Included in the scored mask.","Provides a supporting non-target comparison under an independent source-receiver context.","tables/26_benchmark_audit_card_matrix.csv; source_data/core_yfull/source_receiver_highlight_contracts.csv; audited country-code recode used for the core YFull source bundle","Country-code membership for a predefined model-checking mask only; not subnational placement, geographic origin, ethnic identity, population continuity, migration route, or population frequency."
"Scored focused contract country membership","075","E_M81_NORTH_AFRICA_TO_WEST_EUROPE","E-M81","E-M81","Supporting non-target comparison","receiver","Western Europe","Focused roll-up region mask","west_europe","PRT","Included in the scored mask.","Provides a supporting non-target comparison under an independent source-receiver context.","tables/26_benchmark_audit_card_matrix.csv; source_data/core_yfull/source_receiver_highlight_contracts.csv; audited country-code recode used for the core YFull source bundle","Country-code membership for a predefined model-checking mask only; not subnational placement, geographic origin, ethnic identity, population continuity, migration route, or population frequency."
"Scored focused contract country membership","076","E_M81_NORTH_AFRICA_TO_WEST_EUROPE","E-M81","E-M81","Supporting non-target comparison","receiver","Western Europe","Focused roll-up region mask","west_europe","SCT","Included in the scored mask.","Provides a supporting non-target comparison under an independent source-receiver context.","tables/26_benchmark_audit_card_matrix.csv; source_data/core_yfull/source_receiver_highlight_contracts.csv; audited country-code recode used for the core YFull source bundle","Country-code membership for a predefined model-checking mask only; not subnational placement, geographic origin, ethnic identity, population continuity, migration route, or population frequency."
"Scored focused contract country membership","077","J_P58_ARABIA_TO_NORTH_AFRICA","J-P58","J-P58","Supporting non-target comparison","source","Arabia/West Asia","Focused fine-region mask","arabia","BHR","Included in the scored mask.","Provides a supporting non-target comparison within the stated J-M267/J1 context.","tables/26_benchmark_audit_card_matrix.csv; source_data/core_yfull/source_receiver_highlight_contracts.csv; audited country-code recode used for the core YFull source bundle","Country-code membership for a predefined model-checking mask only; not subnational placement, geographic origin, ethnic identity, population continuity, migration route, or population frequency."
"Scored focused contract country membership","078","J_P58_ARABIA_TO_NORTH_AFRICA","J-P58","J-P58","Supporting non-target comparison","source","Arabia/West Asia","Focused fine-region mask","arabia","KWT","Included in the scored mask.","Provides a supporting non-target comparison within the stated J-M267/J1 context.","tables/26_benchmark_audit_card_matrix.csv; source_data/core_yfull/source_receiver_highlight_contracts.csv; audited country-code recode used for the core YFull source bundle","Country-code membership for a predefined model-checking mask only; not subnational placement, geographic origin, ethnic identity, population continuity, migration route, or population frequency."
"Scored focused contract country membership","079","J_P58_ARABIA_TO_NORTH_AFRICA","J-P58","J-P58","Supporting non-target comparison","source","Arabia/West Asia","Focused fine-region mask","arabia","OMN","Included in the scored mask.","Provides a supporting non-target comparison within the stated J-M267/J1 context.","tables/26_benchmark_audit_card_matrix.csv; source_data/core_yfull/source_receiver_highlight_contracts.csv; audited country-code recode used for the core YFull source bundle","Country-code membership for a predefined model-checking mask only; not subnational placement, geographic origin, ethnic identity, population continuity, migration route, or population frequency."
"Scored focused contract country membership","080","J_P58_ARABIA_TO_NORTH_AFRICA","J-P58","J-P58","Supporting non-target comparison","source","Arabia/West Asia","Focused fine-region mask","arabia","QAT","Included in the scored mask.","Provides a supporting non-target comparison within the stated J-M267/J1 context.","tables/26_benchmark_audit_card_matrix.csv; source_data/core_yfull/source_receiver_highlight_contracts.csv; audited country-code recode used for the core YFull source bundle","Country-code membership for a predefined model-checking mask only; not subnational placement, geographic origin, ethnic identity, population continuity, migration route, or population frequency."
"Scored focused contract country membership","081","J_P58_ARABIA_TO_NORTH_AFRICA","J-P58","J-P58","Supporting non-target comparison","source","Arabia/West Asia","Focused fine-region mask","arabia","SAU","Included in the scored mask.","Provides a supporting non-target comparison within the stated J-M267/J1 context.","tables/26_benchmark_audit_card_matrix.csv; source_data/core_yfull/source_receiver_highlight_contracts.csv; audited country-code recode used for the core YFull source bundle","Country-code membership for a predefined model-checking mask only; not subnational placement, geographic origin, ethnic identity, population continuity, migration route, or population frequency."
"Scored focused contract country membership","082","J_P58_ARABIA_TO_NORTH_AFRICA","J-P58","J-P58","Supporting non-target comparison","source","Arabia/West Asia","Focused fine-region mask","arabia","UAE","Included in the scored mask.","Provides a supporting non-target comparison within the stated J-M267/J1 context.","tables/26_benchmark_audit_card_matrix.csv; source_data/core_yfull/source_receiver_highlight_contracts.csv; audited country-code recode used for the core YFull source bundle","Country-code membership for a predefined model-checking mask only; not subnational placement, geographic origin, ethnic identity, population continuity, migration route, or population frequency."
"Scored focused contract country membership","083","J_P58_ARABIA_TO_NORTH_AFRICA","J-P58","J-P58","Supporting non-target comparison","source","Arabia/West Asia","Focused fine-region mask","arabia","YEM","Included in the scored mask.","Provides a supporting non-target comparison within the stated J-M267/J1 context.","tables/26_benchmark_audit_card_matrix.csv; source_data/core_yfull/source_receiver_highlight_contracts.csv; audited country-code recode used for the core YFull source bundle","Country-code membership for a predefined model-checking mask only; not subnational placement, geographic origin, ethnic identity, population continuity, migration route, or population frequency."
"Scored focused contract country membership","084","J_P58_ARABIA_TO_NORTH_AFRICA","J-P58","J-P58","Supporting non-target comparison","receiver","North Africa/Maghreb","Focused fine-region mask","north_africa","DZA","Included in the scored mask.","Provides a supporting non-target comparison within the stated J-M267/J1 context.","tables/26_benchmark_audit_card_matrix.csv; source_data/core_yfull/source_receiver_highlight_contracts.csv; audited country-code recode used for the core YFull source bundle","Country-code membership for a predefined model-checking mask only; not subnational placement, geographic origin, ethnic identity, population continuity, migration route, or population frequency."
"Scored focused contract country membership","085","J_P58_ARABIA_TO_NORTH_AFRICA","J-P58","J-P58","Supporting non-target comparison","receiver","North Africa/Maghreb","Focused fine-region mask","north_africa","EGY","Included in the scored mask when explicitly specified; evaluated in the conservative ambiguity audit.","Provides a supporting non-target comparison within the stated J-M267/J1 context.","tables/26_benchmark_audit_card_matrix.csv; source_data/core_yfull/source_receiver_highlight_contracts.csv; audited country-code recode used for the core YFull source bundle","Country-code membership for a predefined model-checking mask only; not subnational placement, geographic origin, ethnic identity, population continuity, migration route, or population frequency."
"Scored focused contract country membership","086","J_P58_ARABIA_TO_NORTH_AFRICA","J-P58","J-P58","Supporting non-target comparison","receiver","North Africa/Maghreb","Focused fine-region mask","north_africa","LBY","Included in the scored mask.","Provides a supporting non-target comparison within the stated J-M267/J1 context.","tables/26_benchmark_audit_card_matrix.csv; source_data/core_yfull/source_receiver_highlight_contracts.csv; audited country-code recode used for the core YFull source bundle","Country-code membership for a predefined model-checking mask only; not subnational placement, geographic origin, ethnic identity, population continuity, migration route, or population frequency."
"Scored focused contract country membership","087","J_P58_ARABIA_TO_NORTH_AFRICA","J-P58","J-P58","Supporting non-target comparison","receiver","North Africa/Maghreb","Focused fine-region mask","north_africa","MAR","Included in the scored mask.","Provides a supporting non-target comparison within the stated J-M267/J1 context.","tables/26_benchmark_audit_card_matrix.csv; source_data/core_yfull/source_receiver_highlight_contracts.csv; audited country-code recode used for the core YFull source bundle","Country-code membership for a predefined model-checking mask only; not subnational placement, geographic origin, ethnic identity, population continuity, migration route, or population frequency."
"Scored focused contract country membership","088","J_P58_ARABIA_TO_NORTH_AFRICA","J-P58","J-P58","Supporting non-target comparison","receiver","North Africa/Maghreb","Focused fine-region mask","north_africa","MRT","Included in the scored mask.","Provides a supporting non-target comparison within the stated J-M267/J1 context.","tables/26_benchmark_audit_card_matrix.csv; source_data/core_yfull/source_receiver_highlight_contracts.csv; audited country-code recode used for the core YFull source bundle","Country-code membership for a predefined model-checking mask only; not subnational placement, geographic origin, ethnic identity, population continuity, migration route, or population frequency."
"Scored focused contract country membership","089","J_P58_ARABIA_TO_NORTH_AFRICA","J-P58","J-P58","Supporting non-target comparison","receiver","North Africa/Maghreb","Focused fine-region mask","north_africa","TUN","Included in the scored mask.","Provides a supporting non-target comparison within the stated J-M267/J1 context.","tables/26_benchmark_audit_card_matrix.csv; source_data/core_yfull/source_receiver_highlight_contracts.csv; audited country-code recode used for the core YFull source bundle","Country-code membership for a predefined model-checking mask only; not subnational placement, geographic origin, ethnic identity, population continuity, migration route, or population frequency."
